order,subset,subset_str,target_index,target,ei_joint,ei_joint_raw,bias_correction,delta_K,null_mean,null_std,z,p_empirical
1,[1],1,14,component_15,0.004868759122569975,0.004868759122569975,0.00012214486198658392,0.004868759122569975,,,,
1,[1],1,15,component_16,0.0019875205982056265,0.0019875205982056265,0.00012214486198658392,0.0019875205982056265,,,,
1,[1],1,16,component_17,0.0,-0.0001218870842895304,0.00012214486198658392,0.0,,,,
1,[1],1,17,component_18,0.0004243710873099554,0.0004243710873099554,0.00012214486198658392,0.0004243710873099554,,,,
1,[1],1,18,component_19,0.011080320668606349,0.011080320668606349,0.00012214486198658392,0.011080320668606349,,,,
1,[1],1,19,component_20,0.0011093356014909136,0.0011093356014909136,0.00012214486198658392,0.0011093356014909136,,,,
1,[1],1,20,component_21,0.0046002261103114585,0.0046002261103114585,0.00012214486198658392,0.0046002261103114585,,,,
1,[1],1,21,component_22,0.0,-0.00012157945088715142,0.00012214486198658392,0.0,,,,
1,[1],1,22,component_23,0.006608440646526844,0.006608440646526844,0.00012214486198658392,0.006608440646526844,,,,
1,[1],1,23,component_24,0.0076542965380234276,0.0076542965380234276,0.00012214486198658392,0.0076542965380234276,,,,
1,[1],1,24,component_25,0.004322618981308701,0.004322618981308701,0.00012214486198658392,0.004322618981308701,,,,
1,[1],1,25,component_26,0.0030687087044537504,0.0030687087044537504,0.00012214486198658392,0.0030687087044537504,,,,
1,[1],1,26,component_27,0.0001972137871388804,0.0001972137871388804,0.00012214486198658392,0.0001972137871388804,,,,
1,[1],1,27,component_28,0.013316183663710107,0.013316183663710107,0.00012214486198658392,0.013316183663710107,,,,
