source,target,source_index,target_index,ei,bias_correction
component_14,component_02,13,1,0.0033731165622564877,0.00012214486198658392
component_42,component_04,41,3,0.003358959298403027,0.00012214486198658392
component_60,component_10,59,9,0.0033570843741455025,0.00012214486198658392
component_07,component_33,6,32,0.0033564778483995573,0.00012214486198658392
component_37,component_17,36,16,0.003349967098265889,0.00012214486198658392
component_09,component_32,8,31,0.0033453043127954617,0.00012214486198658392
component_60,component_26,59,25,0.003327774503623572,0.00012214486198658392
component_51,component_25,50,24,0.00331782552738194,0.00012214486198658392
component_53,component_34,52,33,0.003316260346996397,0.00012214486198658392
component_17,component_49,16,48,0.003314982767563244,0.00012214486198658392
component_54,component_23,53,22,0.0033147360329526814,0.00012214486198658392
component_16,component_19,15,18,0.0032942439202567654,0.00012214486198658392
component_60,component_01,59,0,0.0032936287828310203,0.00012214486198658392
component_12,component_06,11,5,0.0032927198692128267,0.00012214486198658392
component_47,component_48,46,47,0.0032904427483195497,0.00012214486198658392
component_19,component_54,18,53,0.003288338234270086,0.00012214486198658392
component_16,component_12,15,11,0.0032878490022571734,0.00012214486198658392
component_28,component_17,27,16,0.003284368436070978,0.00012214486198658392
component_34,component_60,33,59,0.003275758733255666,0.00012214486198658392
component_25,component_35,24,34,0.0032755270035173746,0.00012214486198658392
component_42,component_01,41,0,0.0032521249596589655,0.00012214486198658392
component_10,component_52,9,51,0.0032515306569067754,0.00012214486198658392
component_21,component_44,20,43,0.003247802984335028,0.00012214486198658392
component_55,component_10,54,9,0.0032465959197141526,0.00012214486198658392
component_27,component_54,26,53,0.003243824186463134,0.00012214486198658392
component_50,component_60,49,59,0.003241038071311873,0.00012214486198658392
component_36,component_19,35,18,0.003240233805110847,0.00012214486198658392
component_23,component_15,22,14,0.003239086435380266,0.00012214486198658392
component_44,component_09,43,8,0.0032386228939755932,0.00012214486198658392
component_07,component_01,6,0,0.003234336761304835,0.00012214486198658392
component_23,component_28,22,27,0.003232022200346082,0.00012214486198658392
component_10,component_58,9,57,0.0032299602997168933,0.00012214486198658392
component_27,component_04,26,3,0.0032108688985797995,0.00012214486198658392
component_54,component_42,53,41,0.0032107345253516617,0.00012214486198658392
component_12,component_16,11,15,0.0032090235593657205,0.00012214486198658392
component_55,component_22,54,21,0.003208984170122221,0.00012214486198658392
component_55,component_54,54,53,0.003208585690414386,0.00012214486198658392
component_49,component_37,48,36,0.003208308908198029,0.00012214486198658392
component_47,component_51,46,50,0.0032026718488303105,0.00012214486198658392
component_26,component_14,25,13,0.0032022200793323284,0.00012214486198658392
component_55,component_15,54,14,0.0032020536529673406,0.00012214486198658392
component_24,component_53,23,52,0.0031979845679895786,0.00012214486198658392
component_40,component_17,39,16,0.0031940397876908657,0.00012214486198658392
component_39,component_18,38,17,0.0031935915066223703,0.00012214486198658392
component_58,component_09,57,8,0.003191077495293712,0.00012214486198658392
component_15,component_06,14,5,0.003186684029825036,0.00012214486198658392
component_23,component_54,22,53,0.0031848690480865646,0.00012214486198658392
component_48,component_20,47,19,0.003182653832739169,0.00012214486198658392
component_55,component_34,54,33,0.003180599024418673,0.00012214486198658392
component_36,component_58,35,57,0.0031784705039611992,0.00012214486198658392
component_58,component_54,57,53,0.003176175424977698,0.00012214486198658392
component_49,component_44,48,43,0.0031755359143757073,0.00012214486198658392
component_36,component_51,35,50,0.0031746394547997733,0.00012214486198658392
component_52,component_38,51,37,0.00317387024637655,0.00012214486198658392
component_09,component_02,8,1,0.0031738099650970263,0.00012214486198658392
component_42,component_40,41,39,0.0031732052535007943,0.00012214486198658392
component_31,component_08,30,7,0.00316336941600581,0.00012214486198658392
component_03,component_18,2,17,0.0031614524993024357,0.00012214486198658392
component_49,component_53,48,52,0.003160331724647567,0.00012214486198658392
component_45,component_22,44,21,0.0031570210647729373,0.00012214486198658392
component_32,component_06,31,5,0.003153643753048742,0.00012214486198658392
component_11,component_50,10,49,0.0031533752781405513,0.00012214486198658392
component_08,component_39,7,38,0.0031487913158525878,0.00012214486198658392
component_09,component_21,8,20,0.0031461194960734472,0.00012214486198658392
component_05,component_39,4,38,0.0031391424889383648,0.00012214486198658392
component_46,component_44,45,43,0.0031338666375849192,0.00012214486198658392
component_37,component_01,36,0,0.003125406701514652,0.00012214486198658392
component_44,component_21,43,20,0.003120411426291268,0.00012214486198658392
component_40,component_53,39,52,0.0031188563625253306,0.00012214486198658392
component_57,component_52,56,51,0.003117947219011306,0.00012214486198658392
component_43,component_40,42,39,0.0031161151867921547,0.00012214486198658392
component_12,component_03,11,2,0.0031134038988217907,0.00012214486198658392
component_09,component_41,8,40,0.003106168382558094,0.00012214486198658392
component_36,component_11,35,10,0.003104301363148477,0.00012214486198658392
component_53,component_57,52,56,0.0031026828102937902,0.00012214486198658392
component_44,component_17,43,16,0.0030975902306190073,0.00012214486198658392
component_10,component_29,9,28,0.0030879728899415367,0.00012214486198658392
component_36,component_14,35,13,0.003085056354550887,0.00012214486198658392
component_32,component_42,31,41,0.003084796236187385,0.00012214486198658392
component_42,component_39,41,38,0.0030842814970502095,0.00012214486198658392
component_57,component_43,56,42,0.003084099756619554,0.00012214486198658392
component_38,component_13,37,12,0.0030838344880095223,0.00012214486198658392
component_10,component_24,9,23,0.003083371999864479,0.00012214486198658392
component_10,component_53,9,52,0.0030823525852598523,0.00012214486198658392
component_34,component_23,33,22,0.0030816720969413887,0.00012214486198658392
component_20,component_29,19,28,0.0030812943586368802,0.00012214486198658392
component_01,component_51,0,50,0.0030773027165776606,0.00012214486198658392
component_03,component_41,2,40,0.003075790184496365,0.00012214486198658392
component_33,component_56,32,55,0.0030725535459889437,0.00012214486198658392
component_27,component_44,26,43,0.003070642018839653,0.00012214486198658392
component_14,component_57,13,56,0.0030704694222797157,0.00012214486198658392
component_02,component_26,1,25,0.0030687087044537504,0.00012214486198658392
component_56,component_18,55,17,0.003068437364132228,0.00012214486198658392
component_13,component_49,12,48,0.003065833868242685,0.00012214486198658392
component_16,component_51,15,50,0.0030629173133280797,0.00012214486198658392
component_46,component_51,45,50,0.0030626637605031736,0.00012214486198658392
component_36,component_15,35,14,0.0030614164692039352,0.00012214486198658392
component_26,component_28,25,27,0.0030605030187844367,0.00012214486198658392
component_14,component_38,13,37,0.003059697263008584,0.00012214486198658392
component_60,component_33,59,32,0.0030592553698730175,0.00012214486198658392
component_38,component_10,37,9,0.003056557267889316,0.00012214486198658392
component_52,component_53,51,52,0.0030543063612650193,0.00012214486198658392
component_05,component_16,4,15,0.0030542598718092248,0.00012214486198658392
component_52,component_24,51,23,0.0030537730628800272,0.00012214486198658392
component_38,component_54,37,53,0.0030528076847828817,0.00012214486198658392
component_57,component_56,56,55,0.0030497067763933187,0.00012214486198658392
component_31,component_42,30,41,0.003049644580188705,0.00012214486198658392
component_20,component_13,19,12,0.003048441833452643,0.00012214486198658392
component_08,component_56,7,55,0.0030469983580571104,0.00012214486198658392
component_02,component_06,1,5,0.0030316808087717645,0.00012214486198658392
component_09,component_07,8,6,0.0030143861031368055,0.00012214486198658392
component_54,component_51,53,50,0.0030088047050685265,0.00012214486198658392
component_43,component_35,42,34,0.0030044443660782304,0.00012214486198658392
component_50,component_51,49,50,0.0029958171423238224,0.00012214486198658392
component_48,component_47,47,46,0.0029955535720352787,0.00012214486198658392
component_26,component_31,25,30,0.0029776530776583774,0.00012214486198658392
component_06,component_10,5,9,0.002971055298807086,0.00012214486198658392
component_11,component_33,10,32,0.002970457436609866,0.00012214486198658392
component_46,component_08,45,7,0.0029689533917850266,0.00012214486198658392
component_39,component_43,38,42,0.002967697911055252,0.00012214486198658392
component_06,component_13,5,12,0.0029653838020975943,0.00012214486198658392
component_01,component_44,0,43,0.0029651533435338176,0.00012214486198658392
component_44,component_57,43,56,0.0029625909420830437,0.00012214486198658392
component_48,component_28,47,27,0.0029606430449581594,0.00012214486198658392
component_15,component_55,14,54,0.0029474187141762523,0.00012214486198658392
component_28,component_35,27,34,0.0029386133245870674,0.00012214486198658392
component_15,component_38,14,37,0.00293090771465643,0.00012214486198658392
component_35,component_25,34,24,0.0029288160215691856,0.00012214486198658392
component_56,component_32,55,31,0.0029280471147289885,0.00012214486198658392
component_37,component_58,36,57,0.002926460967758748,0.00012214486198658392
component_17,component_24,16,23,0.002917100203264817,0.00012214486198658392
component_41,component_54,40,53,0.0029165968469448437,0.00012214486198658392
component_19,component_04,18,3,0.002910868049216163,0.00012214486198658392
component_56,component_47,55,46,0.0029081766026952966,0.00012214486198658392
component_33,component_15,32,14,0.0029070567437384587,0.00012214486198658392
component_35,component_47,34,46,0.002903696854890853,0.00012214486198658392
component_59,component_52,58,51,0.0028985072244815924,0.00012214486198658392
component_57,component_06,56,5,0.0028966885868151864,0.00012214486198658392
component_16,component_09,15,8,0.002883977875649939,0.00012214486198658392
component_03,component_19,2,18,0.002879498196723457,0.00012214486198658392
component_07,component_51,6,50,0.0028740817525597494,0.00012214486198658392
component_58,component_43,57,42,0.002872766573417534,0.00012214486198658392
component_37,component_07,36,6,0.0028725046399685284,0.00012214486198658392
component_51,component_58,50,57,0.0028716129654856844,0.00012214486198658392
component_54,component_33,53,32,0.002866150681278801,0.00012214486198658392
component_57,component_47,56,46,0.0028649817298085434,0.00012214486198658392
component_38,component_51,37,50,0.0028641457423444123,0.00012214486198658392
component_08,component_13,7,12,0.0028627074436977486,0.00012214486198658392
component_55,component_31,54,30,0.0028626223605265734,0.00012214486198658392
component_46,component_09,45,8,0.0028539161404502146,0.00012214486198658392
component_60,component_12,59,11,0.0028519430396713504,0.00012214486198658392
component_15,component_30,14,29,0.002850528503142367,0.00012214486198658392
component_45,component_06,44,5,0.0028487721756718497,0.00012214486198658392
component_46,component_18,45,17,0.0028456498968984054,0.00012214486198658392
component_35,component_45,34,44,0.00284406544682744,0.00012214486198658392
component_17,component_59,16,58,0.0028411187043160613,0.00012214486198658392
component_52,component_13,51,12,0.0028386085327795794,0.00012214486198658392
component_27,component_47,26,46,0.002834935969846201,0.00012214486198658392
component_13,component_38,12,37,0.002827496782748942,0.00012214486198658392
component_49,component_40,48,39,0.00282550180698966,0.00012214486198658392
component_04,component_37,3,36,0.0028222847443483213,0.00012214486198658392
component_51,component_20,50,19,0.0028192977194836715,0.00012214486198658392
component_16,component_28,15,27,0.0028182381739780115,0.00012214486198658392
component_05,component_57,4,56,0.0028173586821263826,0.00012214486198658392
component_51,component_28,50,27,0.002812749045670877,0.00012214486198658392
component_02,component_07,1,6,0.0028096474727926247,0.00012214486198658392
component_15,component_59,14,58,0.00279995569496665,0.00012214486198658392
component_42,component_56,41,55,0.002798336637247068,0.00012214486198658392
component_48,component_18,47,17,0.00278988686681314,0.00012214486198658392
component_06,component_09,5,8,0.0027870736975897457,0.00012214486198658392
component_06,component_15,5,14,0.002786593569179507,0.00012214486198658392
component_15,component_50,14,49,0.002783688773372733,0.00012214486198658392
component_11,component_08,10,7,0.002783066874836047,0.00012214486198658392
component_19,component_02,18,1,0.002781872357564944,0.00012214486198658392
component_39,component_45,38,44,0.002779499688417227,0.00012214486198658392
component_01,component_05,0,4,0.0027767330308262,0.00012214486198658392
component_11,component_23,10,22,0.002771831260984446,0.00012214486198658392
component_36,component_34,35,33,0.0027702896637442644,0.00012214486198658392
component_35,component_38,34,37,0.002754403089972602,0.00012214486198658392
component_14,component_54,13,53,0.0027533773387068616,0.00012214486198658392
component_13,component_03,12,2,0.002752104715664239,0.00012214486198658392
component_02,component_13,1,12,0.002749163581850635,0.00012214486198658392
component_31,component_09,30,8,0.00273687952400903,0.00012214486198658392
component_22,component_08,21,7,0.002736366645718815,0.00012214486198658392
component_49,component_43,48,42,0.002733772961327278,0.00012214486198658392
component_49,component_28,48,27,0.002731896357200135,0.00012214486198658392
component_59,component_06,58,5,0.0027283172599081706,0.00012214486198658392
component_09,component_33,8,32,0.0027265923565144234,0.00012214486198658392
component_12,component_01,11,0,0.0027240515427761234,0.00012214486198658392
component_12,component_58,11,57,0.0027207888843051252,0.00012214486198658392
component_48,component_60,47,59,0.0027199871859259588,0.00012214486198658392
component_11,component_02,10,1,0.0027160162154092867,0.00012214486198658392
component_12,component_22,11,21,0.0027148236248039073,0.00012214486198658392
component_19,component_38,18,37,0.002708928732666642,0.00012214486198658392
component_60,component_38,59,37,0.002708781160488418,0.00012214486198658392
component_50,component_17,49,16,0.002708494286996669,0.00012214486198658392
component_14,component_21,13,20,0.002705182571024968,0.00012214486198658392
component_53,component_23,52,22,0.0027051543576732265,0.00012214486198658392
component_30,component_47,29,46,0.002702627321514177,0.00012214486198658392
component_34,component_54,33,53,0.0027005705789815,0.00012214486198658392
component_37,component_05,36,4,0.0026992651300673273,0.00012214486198658392
component_58,component_46,57,45,0.0026905341667322943,0.00012214486198658392
component_58,component_26,57,25,0.002690308222007611,0.00012214486198658392
component_45,component_21,44,20,0.002689612171236128,0.00012214486198658392
component_11,component_52,10,51,0.0026870546970864475,0.00012214486198658392
component_55,component_27,54,26,0.0026856332833073916,0.00012214486198658392
component_34,component_39,33,38,0.002682235126453732,0.00012214486198658392
component_31,component_49,30,48,0.002676755264405767,0.00012214486198658392
component_18,component_55,17,54,0.0026767414414702773,0.00012214486198658392
component_27,component_35,26,34,0.0026744851579327067,0.00012214486198658392
component_53,component_12,52,11,0.002671695111608227,0.00012214486198658392
component_60,component_24,59,23,0.00267059573433271,0.00012214486198658392
component_38,component_55,37,54,0.002668413320613271,0.00012214486198658392
component_09,component_52,8,51,0.00266247777163103,0.00012214486198658392
component_36,component_33,35,32,0.0026608831451790777,0.00012214486198658392
component_46,component_02,45,1,0.002649567404136981,0.00012214486198658392
component_03,component_54,2,53,0.0026474467540148158,0.00012214486198658392
component_15,component_43,14,42,0.0026444106899249187,0.00012214486198658392
component_23,component_22,22,21,0.002640496110136996,0.00012214486198658392
component_42,component_25,41,24,0.0026282604839834517,0.00012214486198658392
component_45,component_34,44,33,0.0026241855617740893,0.00012214486198658392
component_51,component_53,50,52,0.0026236753790680172,0.00012214486198658392
component_54,component_14,53,13,0.002620396334872208,0.00012214486198658392
component_41,component_42,40,41,0.0026195664121295274,0.00012214486198658392
component_54,component_21,53,20,0.0026189342782269157,0.00012214486198658392
component_21,component_12,20,11,0.002616177839667149,0.00012214486198658392
component_17,component_05,16,4,0.0026146692046466477,0.00012214486198658392
component_27,component_28,26,27,0.002607138059403915,0.00012214486198658392
component_24,component_08,23,7,0.0026038973077338176,0.00012214486198658392
component_16,component_42,15,41,0.0025951159004236777,0.00012214486198658392
component_18,component_33,17,32,0.002585142030415193,0.00012214486198658392
component_45,component_50,44,49,0.002581591081451198,0.00012214486198658392
component_60,component_18,59,17,0.0025811036952956903,0.00012214486198658392
component_07,component_30,6,29,0.002580541766200638,0.00012214486198658392
component_09,component_01,8,0,0.0025791268262418906,0.00012214486198658392
component_55,component_33,54,32,0.002570942626477887,0.00012214486198658392
component_23,component_07,22,6,0.002567330337143567,0.00012214486198658392
component_04,component_17,3,16,0.0025669273568599627,0.00012214486198658392
component_07,component_27,6,26,0.002561032856675198,0.00012214486198658392
component_41,component_34,40,33,0.0025588677844113174,0.00012214486198658392
component_09,component_19,8,18,0.0025481010004060767,0.00012214486198658392
component_59,component_28,58,27,0.002542035851362259,0.00012214486198658392
component_29,component_37,28,36,0.0025406300046547895,0.00012214486198658392
component_43,component_57,42,56,0.0025385176189773595,0.00012214486198658392
component_21,component_41,20,40,0.002537176796620036,0.00012214486198658392
component_47,component_44,46,43,0.0025368630692979024,0.00012214486198658392
component_04,component_14,3,13,0.002534604039446762,0.00012214486198658392
component_51,component_52,50,51,0.002533913535705835,0.00012214486198658392
component_51,component_38,50,37,0.0025326077892047177,0.00012214486198658392
component_08,component_15,7,14,0.0025323385654547944,0.00012214486198658392
component_37,component_13,36,12,0.002526244011990959,0.00012214486198658392
component_59,component_56,58,55,0.0025246742238724577,0.00012214486198658392
component_60,component_21,59,20,0.002521585546094434,0.00012214486198658392
component_29,component_19,28,18,0.0025206312800913197,0.00012214486198658392
component_55,component_45,54,44,0.0025170605038300907,0.00012214486198658392
component_20,component_35,19,34,0.0025162319406257126,0.00012214486198658392
component_24,component_14,23,13,0.002516018932101054,0.00012214486198658392
component_07,component_08,6,7,0.002515962778590961,0.00012214486198658392
component_56,component_52,55,51,0.002515699529902124,0.00012214486198658392
component_16,component_15,15,14,0.0025142486191506355,0.00012214486198658392
component_04,component_03,3,2,0.0025104741599822574,0.00012214486198658392
component_23,component_24,22,23,0.002509139598824971,0.00012214486198658392
component_44,component_15,43,14,0.0025061799505740386,0.00012214486198658392
component_03,component_60,2,59,0.0025061090337817424,0.00012214486198658392
component_24,component_36,23,35,0.0025032515657982058,0.00012214486198658392
component_50,component_20,49,19,0.0024976126571077096,0.00012214486198658392
component_35,component_46,34,45,0.0024971675959728256,0.00012214486198658392
component_60,component_37,59,36,0.002490694461646565,0.00012214486198658392
component_22,component_43,21,42,0.002478809062036816,0.00012214486198658392
component_24,component_10,23,9,0.002476051413889932,0.00012214486198658392
component_21,component_07,20,6,0.0024714359498975006,0.00012214486198658392
component_03,component_48,2,47,0.0024570265512104004,0.00012214486198658392
component_35,component_60,34,59,0.0024562310053325613,0.00012214486198658392
component_56,component_19,55,18,0.0024559386439214183,0.00012214486198658392
component_24,component_05,23,4,0.002452353282632395,0.00012214486198658392
component_16,component_18,15,17,0.0024377110896585674,0.00012214486198658392
component_50,component_23,49,22,0.0024340335076353985,0.00012214486198658392
component_18,component_56,17,55,0.002429047080263082,0.00012214486198658392
component_15,component_31,14,30,0.0024289941100948407,0.00012214486198658392
component_32,component_47,31,46,0.0024276067476366884,0.00012214486198658392
component_15,component_13,14,12,0.002426199783894421,0.00012214486198658392
component_50,component_45,49,44,0.0024254488259117233,0.00012214486198658392
component_12,component_53,11,52,0.0024204845187741344,0.00012214486198658392
component_12,component_49,11,48,0.0024170333739712197,0.00012214486198658392
component_04,component_05,3,4,0.0024096817617189964,0.00012214486198658392
component_36,component_30,35,29,0.0024094326941093347,0.00012214486198658392
component_54,component_17,53,16,0.0024071980316866374,0.00012214486198658392
component_40,component_34,39,33,0.002399842303020039,0.00012214486198658392
component_09,component_11,8,10,0.00239949631813319,0.00012214486198658392
component_46,component_04,45,3,0.0023985756402156683,0.00012214486198658392
component_33,component_45,32,44,0.002395854859807165,0.00012214486198658392
component_02,component_60,1,59,0.0023924167820757506,0.00012214486198658392
component_46,component_26,45,25,0.002390143946808631,0.00012214486198658392
component_23,component_40,22,39,0.002383243792171013,0.00012214486198658392
component_44,component_54,43,53,0.0023818448667927293,0.00012214486198658392
component_20,component_02,19,1,0.002378186329953689,0.00012214486198658392
component_16,component_27,15,26,0.002378028916528752,0.00012214486198658392
component_46,component_24,45,23,0.002377291186716881,0.00012214486198658392
component_42,component_36,41,35,0.002375984910171998,0.00012214486198658392
component_19,component_52,18,51,0.0023743407177654963,0.00012214486198658392
component_03,component_39,2,38,0.0023715304877630003,0.00012214486198658392
component_60,component_48,59,47,0.002371108047952333,0.00012214486198658392
component_33,component_35,32,34,0.0023646930308546437,0.00012214486198658392
component_31,component_56,30,55,0.002362549894093349,0.00012214486198658392
component_36,component_50,35,49,0.0023576015832651545,0.00012214486198658392
component_22,component_34,21,33,0.002351626524348007,0.00012214486198658392
component_17,component_03,16,2,0.0023411493949173096,0.00012214486198658392
component_15,component_18,14,17,0.0023411460854472653,0.00012214486198658392
component_56,component_06,55,5,0.0023406363520059974,0.00012214486198658392
component_08,component_21,7,20,0.0023388026234498413,0.00012214486198658392
component_11,component_28,10,27,0.002337042980097853,0.00012214486198658392
component_22,component_47,21,46,0.0023308178753534453,0.00012214486198658392
component_21,component_08,20,7,0.002329157789273492,0.00012214486198658392
component_01,component_04,0,3,0.0023205755090967587,0.00012214486198658392
component_06,component_21,5,20,0.0023177387047521106,0.00012214486198658392
component_40,component_27,39,26,0.002310698557390429,0.00012214486198658392
component_16,component_08,15,7,0.0023091045309252957,0.00012214486198658392
component_49,component_46,48,45,0.0023078289951005654,0.00012214486198658392
component_44,component_10,43,9,0.002304594452512861,0.00012214486198658392
component_41,component_48,40,47,0.002302377824117047,0.00012214486198658392
component_39,component_16,38,15,0.002301934797289352,0.00012214486198658392
component_58,component_42,57,41,0.002300312277482673,0.00012214486198658392
component_37,component_41,36,40,0.002295878557851065,0.00012214486198658392
component_01,component_07,0,6,0.0022942611479263952,0.00012214486198658392
component_20,component_22,19,21,0.002292636875481539,0.00012214486198658392
component_17,component_56,16,55,0.002289736158123812,0.00012214486198658392
component_06,component_29,5,28,0.002287037327803774,0.00012214486198658392
component_18,component_57,17,56,0.002279781049419321,0.00012214486198658392
component_46,component_38,45,37,0.0022794012757987817,0.00012214486198658392
component_60,component_59,59,58,0.0022790956097121203,0.00012214486198658392
component_30,component_46,29,45,0.0022783510472062225,0.00012214486198658392
component_26,component_06,25,5,0.0022749032706274657,0.00012214486198658392
component_52,component_58,51,57,0.002270717522711125,0.00012214486198658392
component_06,component_30,5,29,0.0022641087711897075,0.00012214486198658392
component_16,component_34,15,33,0.0022601644633434524,0.00012214486198658392
component_47,component_06,46,5,0.0022585786040530405,0.00012214486198658392
component_14,component_27,13,26,0.002255950768094187,0.00012214486198658392
component_25,component_31,24,30,0.002255340938535415,0.00012214486198658392
component_18,component_50,17,49,0.0022504390668336297,0.00012214486198658392
component_48,component_12,47,11,0.002250239899608663,0.00012214486198658392
component_04,component_08,3,7,0.002248044094606507,0.00012214486198658392
component_17,component_53,16,52,0.002244914745245023,0.00012214486198658392
component_26,component_15,25,14,0.0022308878225216736,0.00012214486198658392
component_32,component_12,31,11,0.0022304557267992997,0.00012214486198658392
component_13,component_23,12,22,0.002225995990204479,0.00012214486198658392
component_22,component_45,21,44,0.0022254455834703067,0.00012214486198658392
component_52,component_34,51,33,0.0022166620470992692,0.00012214486198658392
component_39,component_46,38,45,0.002215832892683757,0.00012214486198658392
component_21,component_57,20,56,0.0022124560597696213,0.00012214486198658392
component_33,component_32,32,31,0.0022109217846937156,0.00012214486198658392
component_15,component_41,14,40,0.0022091528046165707,0.00012214486198658392
component_16,component_02,15,1,0.0022076742172464333,0.00012214486198658392
component_14,component_11,13,10,0.002203015914653539,0.00012214486198658392
component_23,component_30,22,29,0.002195184297559714,0.00012214486198658392
component_16,component_03,15,2,0.0021950807915290687,0.00012214486198658392
component_03,component_58,2,57,0.0021889862064746876,0.00012214486198658392
component_27,component_31,26,30,0.0021862845190339136,0.00012214486198658392
component_38,component_11,37,10,0.002184712581218859,0.00012214486198658392
component_37,component_12,36,11,0.0021844686428561153,0.00012214486198658392
component_56,component_07,55,6,0.0021808770416984506,0.00012214486198658392
component_60,component_54,59,53,0.0021804987327615193,0.00012214486198658392
component_53,component_55,52,54,0.0021773082879540107,0.00012214486198658392
component_32,component_58,31,57,0.0021757799436774097,0.00012214486198658392
component_48,component_01,47,0,0.0021703794882788298,0.00012214486198658392
component_12,component_30,11,29,0.0021696013986514037,0.00012214486198658392
component_36,component_54,35,53,0.002164060910861147,0.00012214486198658392
component_42,component_43,41,42,0.0021637697952606068,0.00012214486198658392
component_28,component_21,27,20,0.002161755808855603,0.00012214486198658392
component_40,component_20,39,19,0.0021614622819628826,0.00012214486198658392
component_20,component_08,19,7,0.002160132413104119,0.00012214486198658392
component_28,component_10,27,9,0.002159020945178531,0.00012214486198658392
component_13,component_42,12,41,0.0021570458185220134,0.00012214486198658392
component_06,component_07,5,6,0.002156583923055809,0.00012214486198658392
component_11,component_09,10,8,0.0021538420650725754,0.00012214486198658392
component_39,component_31,38,30,0.0021527794716483216,0.00012214486198658392
component_06,component_36,5,35,0.0021410332440110285,0.00012214486198658392
component_24,component_41,23,40,0.0021303719948560064,0.00012214486198658392
component_03,component_16,2,15,0.002128783255609636,0.00012214486198658392
component_35,component_22,34,21,0.0021262511022995074,0.00012214486198658392
component_13,component_01,12,0,0.0021249691030934045,0.00012214486198658392
component_54,component_30,53,29,0.002122931879492074,0.00012214486198658392
component_06,component_03,5,2,0.002118650808383207,0.00012214486198658392
component_60,component_19,59,18,0.002117358082905033,0.00012214486198658392
component_14,component_37,13,36,0.002115533318459763,0.00012214486198658392
component_54,component_34,53,33,0.0021109528522599277,0.00012214486198658392
component_04,component_43,3,42,0.0021109091706316475,0.00012214486198658392
component_06,component_48,5,47,0.0021059056574260445,0.00012214486198658392
component_54,component_49,53,48,0.0021055049004181027,0.00012214486198658392
component_09,component_06,8,5,0.002088291969197481,0.00012214486198658392
component_38,component_26,37,25,0.002087466189654273,0.00012214486198658392
component_56,component_34,55,33,0.0020869043366025506,0.00012214486198658392
component_17,component_02,16,1,0.002083759975777145,0.00012214486198658392
component_07,component_42,6,41,0.0020828434101017425,0.00012214486198658392
component_57,component_44,56,43,0.0020773849081466593,0.00012214486198658392
component_06,component_18,5,17,0.002074123343446114,0.00012214486198658392
component_53,component_08,52,7,0.002073178288237657,0.00012214486198658392
component_01,component_34,0,33,0.0020727997241534405,0.00012214486198658392
component_26,component_52,25,51,0.002064106562744745,0.00012214486198658392
component_16,component_53,15,52,0.0020572029905284927,0.00012214486198658392
component_06,component_42,5,41,0.0020562995819007404,0.00012214486198658392
component_05,component_01,4,0,0.0020544798085950296,0.00012214486198658392
component_56,component_29,55,28,0.002054353631729341,0.00012214486198658392
component_02,component_31,1,30,0.0020528835458108454,0.00012214486198658392
component_50,component_39,49,38,0.002045707808033225,0.00012214486198658392
component_12,component_23,11,22,0.0020422172144670056,0.00012214486198658392
component_50,component_56,49,55,0.0020378760469415094,0.00012214486198658392
component_40,component_08,39,7,0.0020371313782839287,0.00012214486198658392
component_27,component_50,26,49,0.0020360247259902085,0.00012214486198658392
component_01,component_08,0,7,0.002033859862922278,0.00012214486198658392
component_21,component_47,20,46,0.002029335148746589,0.00012214486198658392
component_20,component_45,19,44,0.0020272803561231824,0.00012214486198658392
component_35,component_37,34,36,0.0020208101648938387,0.00012214486198658392
component_32,component_19,31,18,0.0020200956830306815,0.00012214486198658392
component_16,component_41,15,40,0.002018978305028737,0.00012214486198658392
component_37,component_56,36,55,0.00201205592345559,0.00012214486198658392
component_29,component_21,28,20,0.0020072433843667014,0.00012214486198658392
component_12,component_60,11,59,0.0020067042103472,0.00012214486198658392
component_22,component_21,21,20,0.0020019854996212376,0.00012214486198658392
component_49,component_34,48,33,0.002000215227648471,0.00012214486198658392
component_10,component_59,9,58,0.0019972005640563908,0.00012214486198658392
component_19,component_24,18,23,0.0019971804040706843,0.00012214486198658392
component_37,component_44,36,43,0.001994538541832734,0.00012214486198658392
component_11,component_01,10,0,0.0019932639688158157,0.00012214486198658392
component_46,component_07,45,6,0.001993053619838255,0.00012214486198658392
component_34,component_13,33,12,0.0019906660333094085,0.00012214486198658392
component_46,component_27,45,26,0.0019881619463869822,0.00012214486198658392
component_42,component_60,41,59,0.0019876810259334696,0.00012214486198658392
component_02,component_16,1,15,0.0019875205982056265,0.00012214486198658392
component_43,component_34,42,33,0.0019872505868802027,0.00012214486198658392
component_46,component_17,45,16,0.001985860804475278,0.00012214486198658392
component_60,component_50,59,49,0.001985589523700773,0.00012214486198658392
component_18,component_16,17,15,0.0019791540670763604,0.00012214486198658392
component_55,component_43,54,42,0.0019789622619310688,0.00012214486198658392
component_05,component_58,4,57,0.001978700852108449,0.00012214486198658392
component_19,component_41,18,40,0.0019742633911465153,0.00012214486198658392
component_08,component_52,7,51,0.0019697935211211272,0.00012214486198658392
component_41,component_23,40,22,0.0019697219897154487,0.00012214486198658392
component_22,component_15,21,14,0.0019665152726805113,0.00012214486198658392
component_30,component_20,29,19,0.0019627769359533884,0.00012214486198658392
component_40,component_32,39,31,0.0019616562094651956,0.00012214486198658392
component_16,component_52,15,51,0.0019499740550890964,0.00012214486198658392
component_32,component_11,31,10,0.0019473919977002897,0.00012214486198658392
