split,component,rmse,mae,corr
test,component_22,0.7355238788574842,0.5827680700528013,0.5043501935547526
test,component_23,0.680935384197776,0.5563643294810251,0.48068378609780005
test,component_24,0.7322897420614252,0.5812205697485565,0.4762843767470881
test,component_25,0.7726504047496383,0.6178663241954107,0.28587085887906466
test,component_26,0.7244638052183267,0.5804737307213902,0.4225046289756219
test,component_27,0.7682116523714609,0.6084805640813064,0.36246748170231197
test,component_28,0.7342445785235525,0.5895682592433804,0.42427293507128583
test,component_29,0.801547985609685,0.640233124938511,0.42233649395945777
test,component_30,0.7172758408117673,0.5684460344362161,0.3812502230278573
test,component_31,0.6743796938182748,0.532317273293321,0.4320329550378868
test,component_32,0.755024778027916,0.5995777320913449,0.3959767950497408
test,component_33,0.760450503256819,0.6076576920436857,0.31184056264786814
test,component_34,0.6722881265033132,0.5394789481354457,0.48822388112308596
test,component_35,0.6996765864197619,0.551925413381745,0.40165890292705264
test,component_36,0.8057353843188801,0.6453492666868681,0.31012155728934815
test,component_37,0.734512223667825,0.5836104639320485,0.3851698610572836
test,component_38,0.7350208896864066,0.5923298130223548,0.2961783468218001
test,component_39,0.6575090471800052,0.5343059078705771,0.3420516446654141
test,component_40,0.7302260885056993,0.580439903017898,0.3465610942697005
test,component_41,0.7516215931281381,0.6105847604422311,0.25128371704589625
test,component_42,0.7431458249384647,0.6022875095442817,0.23858576380067617
test,component_43,0.6800553549943154,0.5453110462395696,0.3812519905655762
test,component_44,0.7063107078324354,0.5610502913553141,0.3196658931305168
test,component_45,0.701645021456586,0.5573793826677268,0.34358120616407145
test,component_46,0.6871703439231899,0.5468067557491532,0.3355377855291638
test,component_47,0.6725498708005403,0.5359226802923449,0.35722652849081726
test,component_48,0.6860093429678517,0.5477709956481192,0.4855907268589435
test,component_49,0.6951923949539086,0.5621090510349346,0.3852404741566088
test,component_50,0.7100369193421423,0.5573911821836698,0.3205420253765142
test,component_51,0.7035896889558516,0.5679411267024146,0.23926626200590803
test,component_52,0.6930229287629199,0.5446374163775219,0.3979439586388206
test,component_53,0.7016301318470975,0.5759553662241003,0.36659889333493323
test,component_54,0.6949118259167213,0.5482100280673524,0.3397775767284599
test,component_55,0.7066184525905637,0.5738658281282194,0.4038546850317857
test,component_56,0.7098095996121236,0.5647578996580319,0.4944287945715765
test,component_57,0.7389476675490209,0.5799218636784677,0.3625618964838282
test,component_58,0.7212452035366025,0.5690834041809101,0.2987936027940546
test,component_59,0.7249200204699692,0.583469591036924,0.3932524716849021
test,component_60,0.7303148936050916,0.5740957164948202,0.29159195368967455
