source,target,total_effect
6,22,-0.0055751278388258265
6,23,-0.003173299845967959
6,24,-0.018745612323770335
6,25,-0.00849012882269656
6,26,-0.001158802462289674
6,27,0.00602464295037803
6,28,0.008572720198952147
6,29,0.006836847127320611
6,30,0.0007165111312363761
6,31,-0.0011925104223268629
6,32,-0.0004602701651820856
6,33,-0.00461038235577455
6,34,0.010652420757921175
6,35,0.01724535686604909
6,36,-0.029527402580752656
6,37,0.00031323341901730485
6,38,0.017189963903884987
6,39,-0.11607315787533362
6,40,-0.030977278843823435
6,41,-0.014769848320875589
6,42,-0.02720169934940596
6,43,-0.020455583679324874
6,44,-0.004898924292086228
6,45,-0.0009409596279273984
6,46,-0.011965029939344935
6,47,0.138161257857055
6,48,-0.012414944649317562
6,49,0.026134808419012345
6,50,-0.00658485459447723
6,51,-0.02045545083923068
6,52,0.1285837862881065
6,53,0.0003114176783736741
6,54,0.020999102368826447
6,55,-0.0029377550498984936
6,56,0.002232940974652495
6,57,-0.004150332465860191
6,58,-0.21693227465163034
6,59,0.0011990811434217867
7,0,-0.031086036456968703
7,1,-0.07072902191745627
7,2,0.020038773788882386
7,3,0.018372406680009862
7,4,0.27507489701290977
7,5,0.013557467979932451
7,6,0.019234250489596167
7,8,0.10748803906743654
7,9,-0.005690541766178939
7,10,-0.030629289769948758
7,11,-0.20131103755959007
7,12,-0.12070402238776731
7,13,0.03899905640777903
7,14,-0.03305508129806143
7,15,-0.05813924594064468
7,16,0.01137614834402911
7,17,-0.02282205612690987
7,18,0.07157541767737909
7,19,0.0009374912040807271
7,20,-0.05825822000690528
7,21,-0.04812455386908712
7,22,-0.007720520076286823
7,23,0.021737017709115045
7,24,0.05856672911050038
7,25,-0.007980215995476459
7,26,0.031315782731911886
7,27,0.0694963581448675
7,28,0.02310660843630796
7,29,-0.020674932789709912
7,30,0.019367117604919177
7,31,-0.017233402784931337
7,32,0.03588928317416654
7,33,-0.011414504641370235
7,34,0.017974709232595042
7,35,0.0662451251622828
7,36,0.013155687988710587
7,37,0.0910991610062831
7,38,0.020710912437192974
7,39,0.029291708180265545
7,40,0.11533183890585601
7,41,-0.052158588782398506
7,42,0.00628873091932938
7,43,0.07229806764861257
7,44,0.15026007357748106
7,45,0.0375825994271047
7,46,0.24901277193557808
7,47,0.3324306371780785
7,48,0.015327186596738537
7,49,0.042075099625868445
7,50,-0.0324518108290695
7,51,0.23396476207966466
7,52,-0.0011210901148415414
7,53,0.0027962254436612395
7,54,-0.03886277863321671
7,55,0.14192054275168406
7,56,-0.19053267040382194
7,57,-0.02260403699700079
7,58,-0.06688826318028841
7,59,0.0655943466907864
8,0,0.010426975552539443
8,1,-0.13968958868710174
8,2,0.041356162822943555
8,3,0.07317424435352789
8,4,0.24489129287381106
8,5,-0.055401198512025525
8,6,0.013634244696429288
8,7,0.028347511945856753
8,9,0.3357364944801473
8,10,-0.008639175846028269
8,11,-0.07503852142353588
8,12,-0.1632143896192833
8,13,0.02099983850211674
8,14,0.024973976459726144
8,15,-0.011545141734769277
