source,mediator,target,amce,abs_amce
0,19,58,0.003306167169184768,0.003306167169184768
0,19,59,-0.01083241392123211,0.01083241392123211
0,20,1,-0.013960512078657103,0.013960512078657103
0,20,2,-0.015751195767216914,0.015751195767216914
0,20,3,-0.0028880506314099925,0.0028880506314099925
0,20,4,-0.0014722708403019224,0.0014722708403019224
0,20,5,0.001765309945790181,0.001765309945790181
0,20,6,0.01422780857173897,0.01422780857173897
0,20,7,0.004361701847833981,0.004361701847833981
0,20,8,0.0021227842998833364,0.0021227842998833364
0,20,9,-0.01114766777921585,0.01114766777921585
0,20,10,0.0005833127109438304,0.0005833127109438304
0,20,11,1.072954905934255e-05,1.072954905934255e-05
0,20,12,-8.05468396935606e-05,8.05468396935606e-05
0,20,13,0.0003340564112405217,0.0003340564112405217
0,20,14,-0.0020483858997290614,0.0020483858997290614
0,20,15,0.0012264210438388732,0.0012264210438388732
0,20,16,-0.022161081752637448,0.022161081752637448
0,20,17,-0.002315487929627516,0.002315487929627516
0,20,18,-0.000537505455821798,0.000537505455821798
0,20,19,-0.0002527508779348328,0.0002527508779348328
0,20,21,4.687885519742521e-05,4.687885519742521e-05
0,20,22,0.0015579672262484346,0.0015579672262484346
