source,target,lag,coefficient,p_value
20,39,1,0.08993604817748208,2.1313081319610514e-07
20,42,1,-0.07190878540027804,3.431277872816704e-05
20,44,1,-0.07663998062683294,1.0048534313921947e-05
20,49,1,0.10531126241597763,1.2236924163585818e-09
20,53,1,0.09329813058001679,7.223888786843209e-08
21,1,1,-0.13580630715574118,4.311292530467563e-15
21,6,2,-0.06105611047532918,0.0004376676276161956
21,11,1,0.06360330416702893,0.00024849858741671487
21,13,1,0.11345370075479493,5.7566902393184306e-11
21,13,2,-0.05904443157470892,0.000673358941383727
21,14,1,-0.17471702823116977,4.10123475000912e-24
21,14,2,0.08662442851526238,5.952895297124978e-07
21,19,1,-0.10004675009749557,7.845743548322999e-09
21,21,1,0.20072944041715357,1.88937282170169e-31
21,24,1,-0.11394505639907271,4.784816308539196e-11
21,27,1,-0.11722995010732616,1.302125567483776e-11
21,29,1,0.06341204254288184,0.00026167337994518846
21,32,1,-0.07009085646862585,5.38193369019182e-05
21,35,1,0.12046900982095979,3.560430375955452e-12
21,36,1,-0.06343698219262524,0.00025742883281794674
21,38,1,0.1069267238167586,6.751866031057788e-10
21,43,1,0.08153231039123064,2.615094655505652e-06
21,43,2,-0.06766268147353759,9.739871234808421e-05
21,45,1,-0.1467437431591935,2.0132741167607037e-17
21,50,1,0.06485670857083686,0.00018685603347983788
21,57,1,-0.13080073660526814,4.340171682381427e-14
22,0,1,0.06320915466494284,0.00027152617090051506
22,4,1,0.06187948577044808,0.000364814362583478
22,10,1,0.19598750691212138,4.568629632674066e-30
22,13,1,0.08105815663276587,2.938768433756352e-06
22,18,1,-0.13043751311548857,4.5968127332106126e-14
22,33,1,0.08971975053479811,2.2698672322190457e-07
22,54,2,-0.058054318291727976,0.0008240066728579339
22,57,1,-0.07303262669087104,2.6017532764577106e-05
23,1,1,-0.07297358661725309,2.6412584494227832e-05
23,4,1,-0.12184492814018485,1.966808012153239e-12
23,11,1,-0.08313276798626343,1.6375626322348562e-06
23,18,1,0.07890824682934246,5.400288966965158e-06
23,19,1,0.17917005071134917,2.495496545054047e-25
23,21,1,0.07201014038679633,3.335569540391766e-05
23,22,1,0.06445498647922014,0.00020348862868463168
23,23,1,0.12553429626016466,4.02115801842147e-13
