source,target,lag,coefficient,p_value
2,19,1,-0.08833701506638758,5.096056095586069e-07
6,19,1,-0.1602299588950814,9.095642078146129e-21
15,19,1,-0.06913733641357922,1.4008862905452013e-05
17,19,2,0.058542583360531586,0.0001780308210163943
18,19,2,-0.09078866788437588,3.5317709740710828e-09
19,19,1,0.38589222066790024,1.342632057363735e-126
27,19,1,0.06673672278951694,1.776001328090039e-05
28,19,1,-0.10464576191550462,4.086352476845512e-10
28,19,2,0.059978571191894044,0.00025557458787384753
36,19,1,0.0695061822817345,9.966426883186544e-06
41,19,1,-0.1207330006430537,5.076113085506334e-13
47,19,1,-0.06875106597910058,1.0315358389979339e-05
52,19,1,-0.07947668036428379,5.031104746549039e-07
53,19,1,-0.05975880254210369,0.00010476642890720726
54,19,1,0.08596501730071643,4.141203574149535e-08
57,19,1,-0.03949197867776189,0.010043315705761328
14,20,1,0.04680557917928344,0.0032390899348161595
17,20,1,0.07088509981030457,1.2755203442248908e-05
19,20,1,-0.0889058287764059,2.010125726943879e-08
20,20,1,0.3828144422168214,7.096150828074894e-121
22,20,1,-0.0639671470981101,7.111678983135063e-05
26,20,1,-0.0435776199593116,0.00544541389914061
27,20,2,0.04918422329223016,0.0017339871199437403
28,20,1,0.06739938158449106,1.710234652347318e-05
37,20,1,0.047134228691396524,0.002544236323518531
56,20,1,-0.122458875695744,8.71366308313728e-15
57,20,3,-0.06496652997153154,3.1269103669558176e-05
58,20,1,-0.0459213935618599,0.003968554713984871
0,21,1,-0.1512342844915679,1.804710341403745e-10
0,21,2,0.09228801158619633,9.10654971677384e-05
5,21,1,0.04218571246395665,0.012189129574555127
6,21,1,0.06862178487329901,6.549496137433181e-05
9,21,2,-0.07031189313798654,0.00012416508286996932
11,21,1,0.08969905556888612,1.612670724342715e-08
21,21,1,0.3570498096247907,7.880776115081995e-95
21,21,3,0.05050143398362242,0.0011141202793985114
24,21,1,-0.07958726819885524,3.056142428277217e-07
28,21,1,0.04760774746244277,0.002835934719136818
35,21,1,0.05399174223934383,0.00047013648747011436
36,21,2,-0.06862536213566907,2.4639078384028258e-05
38,21,1,0.06912145613292876,1.2489065421915186e-05
41,21,1,0.09151532957812371,3.250037842647002e-08
42,21,1,-0.12835642839503403,4.260185309810289e-16
44,21,1,0.11469302332652663,1.7688395847799102e-13
46,21,1,0.07105067208018286,4.640460305856913e-06
51,21,2,0.0399319732503226,0.017421802436287277
57,21,1,0.11550538222046006,3.1795338103200737e-13
57,21,3,-0.05352244940544548,0.0007180057478540697
1,22,2,0.11699522619661679,1.4697014443864117e-13
11,22,1,0.0693388259009106,7.910952048439759e-06
22,22,1,0.42035934933802355,3.5898745992875593e-134
23,22,1,0.0976533827486469,1.1008651142679483e-09
24,22,2,-0.0702476316790892,3.702032017942023e-06
26,22,1,-0.09351124532888075,1.4222931023715889e-09
34,22,1,0.03991268870431044,0.01127208865715793
36,22,1,-0.04597895886839828,0.004072450787621125
42,22,1,-0.11100259957822695,6.25261984479618e-13
43,22,1,0.07502753729300923,1.792409978588122e-06
44,22,1,0.07840788099238359,2.7608308011448516e-07
57,22,1,0.13215664532824153,1.0668273746534712e-17
0,23,2,-0.20063965989328064,3.5593454313384123e-23
2,23,1,-0.07948566200928375,1.115037456218072e-05
4,23,1,0.16025053613846024,1.5990197860275834e-19
11,23,1,-0.07075969342481007,1.3980473899832411e-05
13,23,1,0.05830319184533124,0.00015949627173614096
14,23,1,-0.06364166219866085,8.635264053854541e-05
18,23,1,-0.06642804011125233,5.3185714426293515e-05
21,23,1,-0.06454850406967028,0.00011103649929102247
23,23,1,0.43813645360016407,5.147135472468832e-127
30,23,1,-0.05524210168509096,0.0015898237440412505
34,23,1,0.04410376531055709,0.008601171189690603
34,23,2,-0.10409376270903219,6.596735631473253e-11
43,23,1,-0.07618431391549058,9.193317396432674e-07
45,23,1,-0.07486118409850269,1.79786711905121e-05
50,23,1,-0.05627752593109938,0.00019830539070834363
56,23,1,0.09606382209423935,8.831871546025247e-10
58,23,1,0.045168446110835585,0.005063570874968774
59,23,1,0.06675694815205054,3.4193439506969714e-05
6,24,1,0.0862783357481458,1.8570812490892693e-07
8,24,1,-0.0927211108801422,2.0573515242594832e-08
