source,target,lag,total_effect
25,54,3,-0.0011004461287785164
25,55,3,-0.002682511794314246
25,56,3,-0.0008791023314793744
25,57,3,0.0016437258987421002
25,58,3,-0.003794523757303422
25,59,3,-0.005022297795722002
26,0,3,0.049603840639522855
26,1,3,0.008237890403557489
26,2,3,-0.02583500261030523
26,3,3,0.015169272683381465
26,4,3,0.002138991345302977
26,5,3,-0.0022990944413685795
26,6,3,-0.0087629300167459
26,7,3,0.002307561040732064
26,8,3,0.013773164776680957
26,9,3,-0.01663058645926554
26,10,3,0.0015645519455363725
26,11,3,-0.02594095140213719
26,12,3,-0.0022757604987194337
26,13,3,0.008404437655751548
26,14,3,0.01592906164741845
26,15,3,-0.010325846506932319
26,16,3,-0.0029125914572360936
26,17,3,0.011728811222413066
26,18,3,0.01578483191006741
26,19,3,0.01515888105332587
26,20,3,-0.007038793163476536
26,21,3,-0.019564325913238187
26,22,3,-0.05141178530314583
26,23,3,0.005707293811316065
26,24,3,-0.004828819835235409
26,25,3,-0.017852480344476604
26,27,3,0.015373611118768692
26,28,3,0.004545562847971478
26,29,3,0.004997551270962221
26,30,3,-0.018873028369404833
26,31,3,0.0007087337946863264
26,32,3,0.0019079741807572906
26,33,3,-0.0015236276353607589
26,34,3,-0.04052497737952662
26,35,3,0.0043946248556412364
26,36,3,-0.012415148604585213
26,37,3,0.008926945317894244
26,38,3,0.01247609392578539
26,39,3,0.006785302503422958
26,40,3,0.00568286391021498
26,41,3,0.003774971324114001
26,42,3,-0.021911247929477448
26,43,3,0.004944596058773132
26,44,3,0.004122610199223961
26,45,3,-0.005946238202593028
26,46,3,0.0070165227062209
26,47,3,-0.02922495154762685
26,48,3,0.01063892243886035
26,49,3,0.0006744310511120087
26,50,3,0.002216054885126567
26,51,3,0.003971809779749475
26,52,3,0.007651765135326634
26,53,3,-0.009024298475993403
26,54,3,0.0011305404835359237
26,55,3,0.0017999008894291786
26,56,3,0.003962107325186508
26,57,3,-0.0128479025878267
26,58,3,0.004194395287967712
26,59,3,0.012913626328841733
27,0,3,0.01021392044453778
27,1,3,0.012057314223130186
27,2,3,0.03460181790361783
27,3,3,-0.012350656600803719
27,4,3,-0.007212656490894779
27,5,3,0.025642936259608173
27,6,3,0.0035771149592228875
27,7,3,-0.024530220467451125
27,8,3,-0.0026972559307570404
27,9,3,-0.017454293359836084
27,10,3,-0.00038556213027952853
27,11,3,0.004399459528844107
27,12,3,0.011360043247784671
27,13,3,-0.019672431418522814
27,14,3,-0.014618254880276587
27,15,3,0.002198171743746392
27,16,3,0.009547124103573631
27,17,3,0.013117789140630649
27,18,3,0.04583388025880056
27,19,3,0.025071776686304486
27,20,3,0.030114745445768466
27,21,3,-0.004164802196098814
27,22,3,-0.009728668220059458
27,23,3,-0.013623258182172948
27,24,3,-0.00904295375240554
27,25,3,0.0022658827953702253
27,26,3,0.005415254123866204
27,28,3,-3.752869642715877e-05
27,29,3,-0.005823938951352201
27,30,3,-0.014785898595379508
27,31,3,0.020812933648076837
27,32,3,0.0005964745044142714
27,33,3,0.005226366273361299
27,34,3,0.015205116663508886
27,35,3,-0.009589720322838686
27,36,3,0.006298543785393014
27,37,3,-0.004112285240834501
27,38,3,0.002018843459668364
27,39,3,0.0129159169841135
27,40,3,0.01981080121458541
27,41,3,-0.00462829452221312
27,42,3,0.03225659336452418
27,43,3,-0.024340053015550173
27,44,3,-0.0059538713370759794
27,45,3,0.001842659748960774
27,46,3,0.008878857688873122
27,47,3,-0.009792242571203261
27,48,3,-0.0382355951653968
27,49,3,-0.011253176350857598
27,50,3,-0.006535863553346998
27,51,3,0.002859880897737921
27,52,3,-0.022131067198227244
27,53,3,-0.008706490309632137
27,54,3,-0.0032249258369005506
27,55,3,-0.0022581245724614613
27,56,3,-0.0001004137797722006
27,57,3,0.003083919079755788
27,58,3,-0.010223392851974353
27,59,3,5.983588240385338e-05
28,0,3,-0.002253345256237946
28,1,3,0.00821475023089924
28,2,3,0.02065789689900828
28,3,3,0.009395853771811655
28,4,3,-0.010264113651307551
28,5,3,0.01609263063846496
28,6,3,7.892168405114475e-05
28,7,3,0.010107562928776397
28,8,3,0.004971533502597913
28,9,3,-0.002036210126553959
28,10,3,-0.0019033244529865578
28,11,3,-0.004697860037174798
28,12,3,-0.035827430194115883
28,13,3,-0.014683524981035869
28,14,3,-0.007192182092047531
28,15,3,0.013003408836729704
28,16,3,-0.0022686390807793765
28,17,3,0.0038661933561655515
28,18,3,0.020637328698815165
28,19,3,-0.005208170850930859
28,20,3,0.03605643190415515
28,21,3,0.01262818896916268
28,22,3,-0.004130994512634762
28,23,3,0.002523941333537758
28,24,3,-0.005205887087040242
28,25,3,-0.009110131844124727
28,26,3,-0.010101461203877284
28,27,3,-0.006405514670038991
28,29,3,-0.0024655194198625534
28,30,3,0.01573331767610866
28,31,3,-0.004918406000502347
28,32,3,-0.002249790884104573
28,33,3,-0.006774321029807501
28,34,3,-8.695566126319924e-05
28,35,3,-0.004289365201754589
28,36,3,0.02340201927644534
28,37,3,-0.006807294918276425
28,38,3,-0.011839985850386241
28,39,3,-9.054318008496702e-05
28,40,3,0.004431648413555362
28,41,3,-0.0051770470212805335
28,42,3,0.003018807190080967
28,43,3,-0.005441441133725069
28,44,3,-0.015867868024585077
28,45,3,-0.009672801189997499
28,46,3,-0.005021527203118498
28,47,3,0.024436067407608904
28,48,3,-0.01776537957586457
28,49,3,-0.006627168141610815
28,50,3,-0.08771175460395285
28,51,3,-0.040770910343653065
28,52,3,-0.011267861537160227
28,53,3,-0.00674933612633655
28,54,3,0.07121061518802684
28,55,3,0.0008355293018315335
28,56,3,0.005201386697797431
28,57,3,0.0019630301751815816
28,58,3,-0.02421659482572787
28,59,3,-0.008709374585427287
29,0,3,0.03396643913313428
29,1,3,-0.004256627120248047
29,2,3,0.03698266707105795
29,3,3,-0.005144677810918953
29,4,3,0.001829280371241399
29,5,3,-0.015174882610430863
29,6,3,-0.00014350405257795235
29,7,3,0.013534359463942939
29,8,3,-0.004473648669606528
29,9,3,-0.027491975139322496
29,10,3,-0.03701865070562805
29,11,3,0.0011884017205060094
29,12,3,0.014912450927951041
29,13,3,-0.0069733254961641036
29,14,3,-0.0004083332765885167
29,15,3,-0.002441180283726412
29,16,3,0.008635204056752834
29,17,3,-0.003478513741491378
29,18,3,0.0017844609170411538
29,19,3,-0.005083846360684814
29,20,3,0.0009248657192976535
29,21,3,-0.01606121074876391
29,22,3,-0.008461895208144311
29,23,3,-0.014517874846258001
29,24,3,0.0028758220783699374
29,25,3,-0.0006746214080649661
29,26,3,0.0018788187765665936
29,27,3,-0.0035014963106778595
29,28,3,0.0006252618297006645
29,30,3,-0.04104036800104008
29,31,3,0.01057100877583114
29,32,3,0.008191525391733916
29,33,3,0.0019797998662275836
29,34,3,0.017005652549330032
29,35,3,-0.0035137186557519773
29,36,3,0.00487167222873241
29,37,3,-0.004632024558278473
29,38,3,0.0031163019336499357
29,39,3,0.0031120049424870817
29,40,3,-0.0005719528047833137
29,41,3,-0.001219076325983217
29,42,3,0.016597718989825577
29,43,3,0.0058651204855430196
29,44,3,-0.03183014755053281
29,45,3,0.005461811417998569
29,46,3,0.004625483570872144
29,47,3,-0.014841837478384275
29,48,3,-0.00880950943963276
29,49,3,-0.007781345789695519
29,50,3,-0.0033319779223223416
29,51,3,-0.00017677026861778714
29,52,3,-0.01442284846311254
29,53,3,-0.004840345009601883
29,54,3,-0.0016712856602065943
29,55,3,-0.016167078329806787
29,56,3,-0.0051509160979215105
29,57,3,-0.007401267958018905
29,58,3,0.0008643263639260945
29,59,3,0.005665595694440877
30,0,3,0.005766383660729258
30,1,3,0.00023168713533984966
30,2,3,-0.01486556502224474
30,3,3,-0.007862160335068752
30,4,3,-5.127582906710207e-06
30,5,3,-0.008116954258686384
30,6,3,-0.005347398906357999
30,7,3,0.008483874255470914
30,8,3,0.002363617593042158
30,9,3,-0.000842634085135739
30,10,3,-0.002384825626372433
30,11,3,0.00011794701482809755
30,12,3,-0.019623449786328472
30,13,3,-0.00084807535577576
30,14,3,0.006648194744077668
30,15,3,-0.009661111255397467
30,16,3,-0.0008353385806509994
30,17,3,-0.004432864258602404
30,18,3,-0.02345182168904831
30,19,3,0.008565889873302137
30,20,3,-0.001809622816525995
30,21,3,-0.0011557949029483853
30,22,3,-0.0055687563189739005
30,23,3,-0.01356544196049383
30,24,3,-0.009059479614871312
30,25,3,-0.005232705335459534
30,26,3,-0.0014951725210798977
30,27,3,0.0009559954825318908
30,28,3,-0.000609197372741946
30,29,3,0.005776948337065521
30,31,3,-0.0005653495405826741
30,32,3,0.0004166458860126777
30,33,3,-0.00814977921229383
30,34,3,-0.0011753131052864231
30,35,3,0.002753039552757935
30,36,3,-0.00015225667850373394
30,37,3,-0.02439562624332317
30,38,3,0.0008059521268221353
30,39,3,-0.0004357886686323406
30,40,3,0.003125657446549236
30,41,3,-0.0038374474968224754
30,42,3,-0.0039503631985781
30,43,3,-0.005684887703283072
30,44,3,0.0057194952059244925
30,45,3,0.011152045407217447
30,46,3,-0.006572413147335774
30,47,3,-0.000568719043145045
30,48,3,0.011378257572642813
30,49,3,-0.05875557944694717
30,50,3,-0.010052307434826414
30,51,3,0.0026383608777894754
30,52,3,-0.001016526035138974
30,53,3,0.004497828400888733
30,54,3,-0.010951461504360535
30,55,3,0.005039218697303727
30,56,3,0.0013085827019180193
30,57,3,0.0005875521602281516
30,58,3,5.20872701912214e-05
30,59,3,0.001541759184468523
31,0,3,0.0020917095107208772
31,1,3,-0.0007463713675864881
31,2,3,0.010616164514414127
31,3,3,0.006234791161488888
31,4,3,-0.038441285760193754
31,5,3,0.003947808183806062
31,6,3,0.01602592805302652
31,7,3,-0.0029200849463550823
31,8,3,-0.015141144477658502
31,9,3,-0.0031206901040524123
31,10,3,-0.012998067863098527
31,11,3,-0.009681944661487061
31,12,3,-0.018625494161361725
31,13,3,-0.0013359407176571283
31,14,3,0.017012389296668498
31,15,3,-0.00040193173781343644
31,16,3,-0.0008239312180247662
31,17,3,0.008162469709523298
31,18,3,0.011682260702606279
31,19,3,-0.004760460698373125
31,20,3,0.0022107965838253593
31,21,3,-0.008268719432700805
31,22,3,-0.00296018121414697
31,23,3,-0.010390377324826039
31,24,3,0.010000565174724483
31,25,3,0.01928110528344576
31,26,3,-0.00496266651676561
31,27,3,0.0014676374885688158
31,28,3,0.01590635366771501
31,29,3,-0.008956921983461635
31,30,3,-0.012909546678178913
31,32,3,-0.012407644695258792
31,33,3,-0.0037481594138531363
31,34,3,0.0006650861275379573
31,35,3,-0.015585387645487456
31,36,3,-0.005511217433075359
31,37,3,-0.0007721540790007257
31,38,3,0.01140082724530287
31,39,3,0.017427238848609777
31,40,3,0.007112754427536021
31,41,3,-0.018046379895584292
31,42,3,-0.0030785457627032216
31,43,3,0.0032542858169047144
31,44,3,-0.00483471423628419
31,45,3,-0.00573142638453018
31,46,3,-0.0026431710887687707
31,47,3,-0.003981198231000582
31,48,3,-0.007983449969395049
31,49,3,0.004019115080868845
31,50,3,-0.0040557268879836605
31,51,3,0.0013075310948473845
31,52,3,0.0015443596576594624
31,53,3,0.009039024145921053
31,54,3,0.0020173918300701627
31,55,3,0.001750658648874213
31,56,3,0.012383299736260758
31,57,3,0.0010017717252419236
31,58,3,-0.002121307556937098
31,59,3,0.0034810297594234925
32,0,3,-0.006803383424335137
32,1,3,0.004927754101137591
32,2,3,0.024440126059686443
32,3,3,0.011462210455005326
32,4,3,9.997867993421714e-05
32,5,3,-0.025659367975083617
32,6,3,0.023159649761287808
32,7,3,0.004657118281470291
32,8,3,0.045850278976879606
32,9,3,-0.030003506278857697
32,10,3,-0.0169200242436686
32,11,3,0.012823087084462139
32,12,3,0.02455384462520043
32,13,3,-0.007643371511149438
32,14,3,-0.007704687058740618
32,15,3,0.0028464346971953888
32,16,3,0.0008191427038432254
32,17,3,0.008097749293965542
32,18,3,-0.03688736940661785
32,19,3,-0.00622263200568749
32,20,3,0.0020409565578311073
32,21,3,0.00040932057948065304
32,22,3,0.0011085793282643586
32,23,3,-0.007678675470263452
32,24,3,0.005650586349197246
32,25,3,0.005415782074580563
32,26,3,-0.004685278285046347
32,27,3,0.005487637617521493
32,28,3,-0.0017303375373610614
32,29,3,0.01692645290959121
32,30,3,-0.0010742655581147719
32,31,3,-0.0004886664973939013
32,33,3,0.03760570120058039
32,34,3,-0.03298452115921158
32,35,3,0.008952852894819705
32,36,3,0.0015743757153737297
32,37,3,0.006661493950847892
32,38,3,0.0018288159501916187
32,39,3,0.008746926847141682
32,40,3,-0.010575281130254644
32,41,3,0.0017251362240181649
32,42,3,0.005633053603974715
32,43,3,-0.004937781481529165
32,44,3,-0.026582971977178762
32,45,3,0.007660439025360509
32,46,3,0.005907707394254717
32,47,3,-0.0013014943115250118
32,48,3,-0.01087915572140991
32,49,3,0.01693597288131083
32,50,3,0.003916338421354368
32,51,3,0.0015621288541714977
32,52,3,-0.006522390606219453
32,53,3,0.00021376715686347651
32,54,3,0.008588394931155917
32,55,3,-0.014894837015251051
32,56,3,-0.002614523903990488
32,57,3,0.0008352005142353706
32,58,3,0.003144195048099986
32,59,3,-0.008974154340759252
33,0,3,-0.003936524097736193
33,1,3,-0.009223875778146855
33,2,3,0.009919083920848377
33,3,3,0.005924792551917724
33,4,3,0.0014324431550382737
33,5,3,-0.0025611094293491936
33,6,3,-0.0009484306442047008
33,7,3,0.015299019777755715
33,8,3,0.01074424453061663
33,9,3,-0.026182282484049097
33,10,3,-0.05580633619894798
33,11,3,0.012426149593760372
33,12,3,-0.002015315222333795
33,13,3,-0.002630462148700434
33,14,3,-0.0018120499983191182
33,15,3,-0.00040826447633220624
33,16,3,0.0005058859757106581
33,17,3,-0.008310771149867814
33,18,3,-0.0075808722522174785
33,19,3,3.888562478733138e-06
33,20,3,-0.0005325182783256272
33,21,3,0.005916182412890117
33,22,3,-0.0018673067787382083
33,23,3,0.0007236155078239334
33,24,3,0.0012604535545474864
33,25,3,-0.0010859842187486673
33,26,3,0.001355892875114636
33,27,3,-0.0022827425646257753
33,28,3,0.00044618464611013536
33,29,3,-0.0008353875118994934
33,30,3,0.004742226357416799
33,31,3,-0.002358814373749039
33,32,3,-0.0012925136909100051
33,34,3,0.03326086428763586
33,35,3,-0.006004925690311138
33,36,3,0.006586110130118651
33,37,3,0.0005374410505966211
33,38,3,-0.00805711128609797
33,39,3,-0.005765630894365417
33,40,3,-0.0005009006517803889
33,41,3,0.0022654510052356413
33,42,3,0.008940950097835187
33,43,3,-0.0009098063674681361
33,44,3,-0.0030202117594425207
33,45,3,0.00033383828515015955
33,46,3,0.003350398559388689
33,47,3,-0.0012533211842385478
33,48,3,-0.0043325492469262344
33,49,3,-0.0032379242872378855
33,50,3,0.0005277003660958522
33,51,3,0.000743560298498303
33,52,3,0.007522478754020474
33,53,3,0.006260040414127333
33,54,3,0.013734833096543539
33,55,3,-0.0032190679779065135
33,56,3,-0.0036712342824470846
33,57,3,-0.0013883825097583571
33,58,3,0.00036947378331558643
33,59,3,-0.005304495297716641
34,0,3,0.0044169309100932485
34,1,3,-0.016383357752249677
34,2,3,-0.020858756798343432
34,3,3,-0.05003473649951034
34,4,3,0.0021466469378432843
34,5,3,0.025054289949343587
34,6,3,0.004979897435064405
34,7,3,-0.0032861005827967524
34,8,3,-0.03984016384949151
34,9,3,0.0005403632393103028
34,10,3,-0.008323611397121013
34,11,3,-0.00021740708140454863
34,12,3,-0.007734017976263841
34,13,3,0.015344304519489507
34,14,3,0.01162950977763266
34,15,3,-0.003059698572622214
34,16,3,-0.002036729636961603
34,17,3,-0.006621863288399751
34,18,3,0.010380146201650838
34,19,3,-0.0014586985752290296
34,20,3,-0.0029809859553413137
34,21,3,0.0020090621536491874
34,22,3,0.005715060901155186
34,23,3,-0.05970984390628167
34,24,3,-0.0007394709361456242
34,25,3,-0.017455756038145892
34,26,3,-0.003051718441669316
34,27,3,-0.010066193969838832
34,28,3,0.006808443606121655
34,29,3,0.010782413501643166
34,30,3,-0.006457683857202753
34,31,3,0.011294139461456843
34,32,3,0.004116899685071788
34,33,3,0.0048746831066016506
34,35,3,-0.017554221645858924
34,36,3,-0.002912241921417261
34,37,3,-0.006113741844614929
34,38,3,-0.000597485252371893
34,39,3,-0.007173269193612834
34,40,3,0.005879521379456509
34,41,3,-0.004826205135720863
34,42,3,-0.002245392019143244
34,43,3,0.006175939495301252
34,44,3,0.0083213772116361
34,45,3,-0.001334782955701389
34,46,3,-0.010523685504117329
34,47,3,-0.0005036380312418466
34,48,3,0.0027414866006900364
34,49,3,-0.0037677740051170515
34,50,3,-0.000888371839522284
34,51,3,-0.0032008946945936614
34,52,3,0.008391774975737948
34,53,3,-0.004845430140451695
34,54,3,-0.011142634445932262
34,55,3,0.01981441856497724
34,56,3,-0.00014984077124898277
34,57,3,-0.006257779089758631
34,58,3,-0.004290003078613064
34,59,3,0.009704644043688147
35,0,3,0.009505156996921055
35,1,3,-0.0031418885282543255
35,2,3,-0.000839836915536225
35,3,3,-0.009412990566067167
35,4,3,0.00649086539602392
35,5,3,-0.025587402189446842
35,6,3,-0.02763582700441422
35,7,3,0.010725085787010107
35,8,3,0.019688565686233967
35,9,3,-0.028764169685182358
35,10,3,0.020266504271866166
35,11,3,-0.005377898875549838
35,12,3,0.016388171230552
35,13,3,-0.01942178971624055
35,14,3,0.0036229353716424584
35,15,3,0.009561474897045381
35,16,3,0.053526508369647924
35,17,3,0.006705062150070926
35,18,3,-0.007943568328156002
35,19,3,0.007016028207231483
35,20,3,-0.005534638769084494
35,21,3,0.004485648119907759
35,22,3,-0.009725320482131646
35,23,3,-0.0035590059991613037
35,24,3,-0.014123099267575196
35,25,3,0.0036843783759371008
35,26,3,-0.006727405558459379
35,27,3,-0.0020501070154687736
35,28,3,0.006149549486359164
35,29,3,0.0028664440640817253
35,30,3,-0.005880946448141266
35,31,3,0.007765134027079519
35,32,3,-0.0036974091212890648
35,33,3,-0.026732249851375206
35,34,3,0.0015362414599333874
35,36,3,0.02437949491143626
35,37,3,0.0019289967664439455
35,38,3,0.0004379927129216648
35,39,3,0.004696386453750418
35,40,3,-0.003131774273303377
35,41,3,0.011970838083003523
35,42,3,0.00956731883747532
35,43,3,0.010678284220336587
35,44,3,0.0006986498890225571
35,45,3,0.00453177586020801
35,46,3,0.013303510259832084
35,47,3,-0.011686392831132143
35,48,3,-0.010199413967912522
35,49,3,0.01100103547187475
35,50,3,-0.01104473315949
35,51,3,0.0030912762552373694
35,52,3,-0.001736770418551974
35,53,3,0.000785669672668263
35,54,3,-0.005582225574059853
35,55,3,-0.014563081360436686
35,56,3,0.009531327231371295
35,57,3,-0.010750108886005085
35,58,3,0.0064522158150018445
35,59,3,-0.00227616560388845
36,0,3,0.009650676034695816
36,1,3,-0.013400664962294369
36,2,3,0.012277533581931413
36,3,3,0.04488556277675529
36,4,3,-0.008589308832439422
36,5,3,-0.032809043654263154
36,6,3,0.007918182987712673
36,7,3,-0.014128818121999655
36,8,3,-0.000842337454850426
36,9,3,-0.006131098696069582
36,10,3,-0.0063649679855194465
36,11,3,-0.005097089339908084
36,12,3,0.010987673513484895
36,13,3,0.018935188036885795
36,14,3,0.014828890564042858
36,15,3,-0.019932754146269882
36,16,3,-0.030159279226456108
36,17,3,0.02867053798516926
36,18,3,0.0007473560975738158
36,19,3,0.03391248208108724
36,20,3,0.005100198374814124
36,21,3,-0.07713543444977665
36,22,3,-0.02379163134694448
36,23,3,-0.004309959882959313
36,24,3,-0.0027166749305904546
36,25,3,-0.0009728929723417616
36,26,3,-0.027361907205512348
36,27,3,0.015221299767718832
36,28,3,-0.006160989670911337
36,29,3,-0.008289364111031736
36,30,3,-0.010687657566024985
36,31,3,0.00479296567939653
36,32,3,0.011575603921740289
36,33,3,0.005882424403947881
36,34,3,-0.004304812220868511
36,35,3,0.005078618688954565
36,37,3,0.0020097920368127398
36,38,3,0.00737013570882601
36,39,3,0.003025733444573548
36,40,3,0.0009093338529205275
36,41,3,-0.005427538870306921
36,42,3,0.0181396806703059
36,43,3,0.021693666067587852
36,44,3,-0.015230240767708961
36,45,3,0.006769272684184269
36,46,3,0.00035073338735406705
36,47,3,-0.03856418456012796
36,48,3,0.014589663233343955
36,49,3,-0.01250889063252061
36,50,3,-0.0060091419325631855
36,51,3,-0.004930981806424451
36,52,3,0.01460934556130894
36,53,3,-0.008785892716166165
36,54,3,-0.008547522533487633
36,55,3,-0.014085850298801427
36,56,3,0.00694083216041894
36,57,3,0.00762865718489347
36,58,3,0.005177177180338256
36,59,3,0.01746793030090005
37,0,3,-0.012151502391092315
37,1,3,-0.02641495909850253
37,2,3,0.028570297486140817
37,3,3,0.030418319402560196
37,4,3,-0.0002720774519054071
37,5,3,-0.02260233691053829
37,6,3,0.01734903054824775
37,7,3,-0.03920026579994234
37,8,3,-0.058264980159151485
37,9,3,0.01691882273891208
37,10,3,0.0014801148349823773
37,11,3,0.0002437971984755114
37,12,3,0.02050369287276811
37,13,3,-0.016240275351334932
37,14,3,-0.014515731029719323
37,15,3,-0.004049868125297176
37,16,3,0.013269586765117955
37,17,3,0.022714199846254206
37,18,3,-0.0046661081179441895
37,19,3,-0.007989320658642326
37,20,3,0.02253075813151388
37,21,3,-0.007647108379033209
37,22,3,-0.012577868331298992
37,23,3,-0.0053510612037958784
37,24,3,0.016727329672811184
37,25,3,0.021921715555328063
37,26,3,0.011514262374107501
37,27,3,-0.0006112877105463373
37,28,3,-0.005464546013179289
37,29,3,-0.005829070918960707
37,30,3,-0.010602967320361438
37,31,3,0.011447950341076632
37,32,3,0.005936153235199248
37,33,3,-0.0054187633965599525
37,34,3,0.031355651712612766
37,35,3,0.006980663851775056
37,36,3,0.011898393982921673
37,38,3,-0.0009972078766113163
37,39,3,0.01154393584024259
37,40,3,-0.0034291909722138692
37,41,3,-0.0038499281183926983
37,42,3,0.019467476549810903
37,43,3,-0.011658491922581355
37,44,3,-0.01131909710636124
37,45,3,-0.015885920146854055
37,46,3,-0.012449452072674663
37,47,3,-0.0019065708105557527
37,48,3,-0.01593311834110733
37,49,3,-0.0033810261215619294
37,50,3,-0.008054450670643771
37,51,3,-0.009691706618234085
37,52,3,-0.017864433604338655
37,53,3,-0.010300630506198715
37,54,3,0.0027274066781402258
37,55,3,-0.01895810565869601
37,56,3,0.0027585879589410813
37,57,3,0.0037675773010021813
37,58,3,-0.00038003265978877915
37,59,3,0.004439142856293617
38,0,3,0.006353862108260395
38,1,3,-0.007259181424855393
38,2,3,0.0217296207334979
38,3,3,0.02898968788764826
38,4,3,-0.0030805784810712007
38,5,3,-0.001972546126087079
38,6,3,-0.007268355542687685
38,7,3,-0.00947924061900967
38,8,3,-0.005451171984425068
38,9,3,-0.013002244547198826
38,10,3,0.0013863472535665506
38,11,3,-0.02226600416016967
38,12,3,0.002835167393315219
38,13,3,-0.011603119004512913
38,14,3,0.006750523902436762
38,15,3,0.007572725250026188
38,16,3,0.0005992308161854236
38,17,3,0.004246138111706986
38,18,3,-0.0013893205153051277
38,19,3,-0.0008950543679795245
38,20,3,0.005658924825141509
38,21,3,0.014788471648462337
38,22,3,-0.0048663100328184454
38,23,3,-0.004773789821092352
38,24,3,-0.0035527939883733825
38,25,3,0.01110957461957543
38,26,3,-0.006400379190317354
38,27,3,0.0007146679459373342
38,28,3,-0.0021822052677741162
38,29,3,-0.0058379557258755035
38,30,3,-0.0040573830611845135
38,31,3,-0.0023223438447165803
38,32,3,0.001596165893079619
38,33,3,-0.003357832180673352
38,34,3,-0.0005410982050611168
38,35,3,0.004432786378827448
38,36,3,-0.0024157755262985384
38,37,3,0.03056870268648281
38,39,3,0.005268574744938244
38,40,3,0.0007369540022263874
38,41,3,0.006327263033514777
38,42,3,-0.0026830815539407604
38,43,3,-0.0015253357653149382
38,44,3,-0.005070018245644593
38,45,3,-0.0023687925249395512
38,46,3,0.001389139209204121
38,47,3,0.00010512541135102585
38,48,3,0.010072217188048163
38,49,3,0.0013058472446057354
38,50,3,1.9054962931468328e-05
38,51,3,0.0007658091964844284
38,52,3,0.0016526795596302616
38,53,3,0.0018381991479204678
38,54,3,0.009521122723132077
38,55,3,-0.004341450038806286
38,56,3,0.003936752869393401
38,57,3,0.0008942368227546625
38,58,3,-0.011887016803336042
38,59,3,-0.005592179825262526
39,0,3,0.0064115846935194724
39,1,3,0.014542937871711075
39,2,3,-0.01533966750465602
39,3,3,-0.030984989806477823
39,4,3,1.448165866568351e-06
39,5,3,0.01938256887224969
39,6,3,0.004512033320889588
39,7,3,-0.013070631740270981
39,8,3,-0.011622550560726438
39,9,3,0.013346096098215752
39,10,3,-0.003084748523055663
39,11,3,-0.004548542688626228
39,12,3,-0.004227992874567555
39,13,3,0.008158475985131095
39,14,3,0.006024070746625834
39,15,3,-0.00033381449090997097
39,16,3,-0.015340565935971608
39,17,3,0.007866528635865724
39,18,3,0.00428343565008865
39,19,3,0.007539344032885508
39,20,3,0.0017116225631835604
39,21,3,-0.02129965487024339
39,22,3,-0.003165287279115298
39,23,3,-0.0031855100748945714
39,24,3,0.008874870756118917
39,25,3,-0.009136190591066915
39,26,3,-0.010075489743460774
39,27,3,-0.002233963791763369
39,28,3,0.0028012966403240876
39,29,3,0.009814438877544303
39,30,3,0.0033336598897053984
39,31,3,0.006085438413520118
39,32,3,0.00010254518937908827
39,33,3,0.0028099727948229718
39,34,3,0.0047618020925007006
39,35,3,-0.021356232561068268
39,36,3,0.017037895888249582
39,37,3,0.0014535592556901027
39,38,3,0.0015940058323184601
39,40,3,0.00752090531487694
39,41,3,-0.0029000732976454976
39,42,3,0.0024433112290138323
39,43,3,0.010195963848746097
39,44,3,-0.0050285418728838365
39,45,3,0.00015380907213110356
39,46,3,-0.0019443390368204683
39,47,3,-0.006913089776967612
39,48,3,-0.0022511335211568063
39,49,3,-0.0031699483889229075
39,50,3,0.0005768096049327583
39,51,3,-0.0124377779170117
39,52,3,0.008310482323822196
39,53,3,-0.005870730703103212
39,54,3,0.00015456979471660897
39,55,3,0.01093222898732741
39,56,3,-0.0009997257433099012
39,57,3,-0.003496242520815393
39,58,3,-0.00424917232696988
39,59,3,0.004722539795593868
40,0,3,-0.007097580281531326
40,1,3,-0.004442807102316724
40,2,3,-0.0017561822226590223
40,3,3,0.0365501503807254
40,4,3,-0.0017664366182255954
40,5,3,-0.00129813133632397
40,6,3,0.0013064764695808718
40,7,3,0.003926703004693592
40,8,3,0.006667635995705459
40,9,3,0.0015463109074940356
40,10,3,0.006238208537930775
40,11,3,-0.02302501808209591
40,12,3,0.0066705741053011205
40,13,3,0.0024701270152941573
40,14,3,0.00861849327392287
40,15,3,-0.002554376576152363
40,16,3,-0.0007250942640400477
40,17,3,0.00025375278329642636
40,18,3,-0.0007340295821016802
40,19,3,0.00028119471740368384
40,20,3,0.0011441665860540968
40,21,3,-0.011810576882920238
40,22,3,-0.007727342122820725
40,23,3,0.005194220301277151
40,24,3,-0.0005206480879566778
40,25,3,0.005155538196149519
40,26,3,-0.008347918377328588
40,27,3,0.0013060923023900692
40,28,3,-0.0015887955313741043
40,29,3,-0.02983068861630515
40,30,3,0.005197039074653006
40,31,3,-0.004159541769229185
40,32,3,0.0035101256503297876
40,33,3,0.0015651144733914778
40,34,3,-0.01088144869860857
40,35,3,0.004176774405085986
40,36,3,-0.004493865109791441
40,37,3,0.00031319370237828555
40,38,3,0.00038151447441525654
40,39,3,0.0010197918027959967
40,41,3,-0.00043919632804881005
40,42,3,-0.005946205989164157
40,43,3,0.0033795492004855955
40,44,3,-0.008233012812292727
40,45,3,0.0032150252031136546
40,46,3,0.001336341178012787
40,47,3,-0.0025881716798741915
40,48,3,0.004014769481842033
40,49,3,-0.001218054133270677
40,50,3,-0.004269723888106871
40,51,3,8.55803849881322e-05
